repeat,fold,global_fold,n_train,n_valid,fit_seconds,predict_seconds,explain_seconds,fold_total_seconds,fold_rss_avg_mb,fold_rss_peak_mb,fold_rss_min_mb,fold_rss_last_mb,n_loss_iterations,train_loss_last,valid_loss_last,train_loss_min,valid_loss_min,train_loss_at_best_valid,best_loss_iteration,accuracy,precision,recall,specificity,f1,mcc,pr_auc,roc_auc,tp,tn,fp,fn
1,1,1,16270,4068,1.6372630596160889,0.005860328674316406,7.50993537902832,9.153058767318726,491.0906504755435,506.81640625,368.03515625,506.81640625,223,0.49911511208938075,0.5423972506918189,0.49911511208938075,0.5416146714088698,0.5037169848468663,199,0.6875614552605703,0.7754512635379062,0.528023598820059,0.8470993117010817,0.6282538754021644,0.3958123264229629,0.8022326769766195,0.7571837996923491,1074,1723,311,960
1,2,2,16270,4068,7.050689697265625,0.006863594055175781,4.351477384567261,11.409030675888062,504.88461821933964,508.16015625,503.02734375,508.16015625,223,0.4961660277522433,0.5447834793960654,0.4961660277522433,0.5447834793960654,0.4961660277522433,223,0.6910029498525073,0.7888475836431227,0.5216322517207473,0.8603736479842674,0.6279964486534477,0.40600936952975186,0.8013865180543058,0.7594028361512111,1061,1750,284,973
1,3,3,16271,4067,4.09209942817688,0.007201194763183594,3.8914711475372314,7.990771770477295,506.1453125,508.42578125,504.44140625,508.42578125,223,0.49922312042703054,0.5373583242529456,0.49922312042703054,0.5373583242529456,0.49922312042703054,223,0.6997787066633883,0.7860661505981703,0.5491642084562438,0.8504672897196262,0.6465991316931983,0.4190944560700809,0.8083873744025554,0.7642431106022991,1117,1729,304,917
1,4,4,16270,4068,3.9126546382904053,0.007867574691772461,4.484589576721191,8.40511178970337,506.37779017857144,508.45703125,504.66015625,508.45703125,223,0.4970771761792074,0.5469563666559689,0.4970771761792074,0.5464188781995004,0.4988832518347581,212,0.6905113077679449,0.7789776817854571,0.5319567354965585,0.8490658800393314,0.6321939818872334,0.4017577126971313,0.800976915095408,0.7552875695284393,1082,1727,307,952
1,5,5,16271,4067,4.7531657218933105,0.007175922393798828,8.416855335235596,13.177196979522705,507.2060066598361,509.140625,504.7265625,509.140625,223,0.5004924926221708,0.5353267116632666,0.5004924926221708,0.5353074483589028,0.5011740050156283,221,0.70813867715761,0.8021428571428572,0.5523856369896705,0.8638151425762045,0.6542382755607341,0.43799739472374233,0.8132618110764445,0.7669379524957184,1123,1757,277,910
2,1,6,16270,4068,4.938952922821045,0.007333040237426758,4.6151087284088135,9.561394691467285,507.42138671875,510.0390625,505.46875,510.0390625,223,0.49966204480173826,0.537356687255617,0.49966204480173826,0.5371416547246785,0.5016329271773091,213,0.6991150442477876,0.7888730385164051,0.543756145526057,0.8544739429695182,0.6437718277066357,0.4189680828682916,0.8097056545824408,0.7626619590849367,1106,1738,296,928
2,2,7,16270,4068,3.7305281162261963,0.006572723388671875,4.61761999130249,8.354720830917358,508.296875,510.40234375,506.34765625,510.40234375,223,0.4978848631818835,0.5447578437731984,0.4978848631818835,0.5447578437731984,0.4978848631818835,223,0.6890363815142576,0.7820983125458547,0.5240904621435595,0.8539823008849557,0.6276125993523698,0.4004928593452267,0.8013668523830344,0.7592923737949452,1066,1737,297,968
2,3,8,16271,4067,4.690208196640015,0.00743412971496582,4.6491687297821045,9.346811056137085,508.48083212209303,510.51171875,506.71484375,510.51171875,223,0.49966859095996313,0.5407688027285372,0.49966859095996313,0.5407688027285372,0.49966859095996313,223,0.6874846324071797,0.7734767025089606,0.5304818092428711,0.8445646827348746,0.6293379994167396,0.39502441675308214,0.8029694766723494,0.760163182609848,1079,1717,316,955
2,4,9,16270,4068,3.9676554203033447,0.007456779479980469,4.387129306793213,8.362241506576538,508.54575892857144,510.625,506.828125,510.625,223,0.49793527362762585,0.5436042258646342,0.49793527362762585,0.5435635871093015,0.5002676675626447,210,0.6966568338249755,0.7954209748892171,0.5294985250737463,0.8638151425762045,0.6357733175914995,0.4173262790926918,0.8058425347655009,0.761221235070662,1077,1757,277,957
2,5,10,16271,4067,3.6067421436309814,0.006767749786376953,4.455988168716431,8.069498062133789,508.7928240740741,510.9453125,506.890625,510.9453125,223,0.49621701941488766,0.5419712943548463,0.49621701941488766,0.541323770432393,0.5092500010398511,171,0.689451684288173,0.7843426883308715,0.5223807181505165,0.856440511307768,0.6271036315323295,0.4019242812469304,0.8026771070351333,0.7562797421696386,1062,1742,292,971
3,1,11,16270,4068,3.8136308193206787,0.006670713424682617,5.483012437820435,9.303313970565796,508.7985899390244,510.8359375,507.0390625,510.8359375,223,0.4964675495158716,0.5488958701373503,0.4964675495158716,0.5487131300769368,0.4977456291221881,219,0.68952802359882,0.7879014189693802,0.5186823992133727,0.8603736479842674,0.6255558849688705,0.4033316673373978,0.7993435482461655,0.75231825920995,1055,1750,284,979
3,2,12,16270,4068,3.5759708881378174,0.0062100887298583984,4.588349103927612,8.170530080795288,509.0866044207317,511.14453125,507.08984375,511.14453125,223,0.49999762637486433,0.5393049997070505,0.49999762637486433,0.5389922552264615,0.5042846036692024,206,0.6905113077679449,0.7681660899653979,0.5457227138643068,0.8352999016715831,0.6381144006898534,0.398078418836554,0.805160333970093,0.7609304556076687,1110,1699,335,924
3,3,13,16270,4068,3.6950936317443848,0.006858110427856445,4.4838831424713135,8.185834884643555,509.3933879573171,511.50390625,507.44921875,511.50390625,223,0.49921307849801244,0.5348131346080633,0.49921307849801244,0.5347668286949288,0.4992782336743139,222,0.706243854473943,0.8020158387329014,0.5476892822025565,0.8647984267453294,0.6508910312591294,0.4349351238101847,0.8119474834575674,0.770059190419699,1114,1759,275,920
3,4,14,16271,4067,3.585529088973999,0.0066051483154296875,4.765716075897217,8.357850313186646,510.24525669642856,512.65234375,507.82421875,512.65234375,223,0.4953072256156459,0.5503271687648803,0.4953072256156459,0.5503271687648803,0.4953072256156459,223,0.6877305138923039,0.7817109144542773,0.5211406096361848,0.8544023610427939,0.6253687315634219,0.39829898293599836,0.796536095572292,0.7502758080656386,1060,1737,296,974
3,5,15,16271,4067,3.685530185699463,0.006722927093505859,5.313733816146851,9.00598692893982,510.8814476656627,512.8515625,508.80078125,512.8515625,223,0.5001634321691647,0.5323616639894077,0.5001634321691647,0.5322427162480559,0.5012873730533468,219,0.6987951807228916,0.7861189801699717,0.5459911460895229,0.8515240904621436,0.6444121915820029,0.4174921674688081,0.8129415760053582,0.7714539014810203,1110,1732,302,923
4,1,16,16270,4068,3.9010961055755615,0.0062408447265625,4.434060573577881,8.341397523880005,510.92689732142856,513.12890625,509.07421875,513.12890625,223,0.4982673968921333,0.5446386015936201,0.4982673968921333,0.5446386015936201,0.4982673968921333,223,0.6914945919370699,0.7832727272727272,0.5294985250737463,0.8534906588003933,0.6318568495159871,0.4048255661227416,0.8031325002309644,0.7605364651465886,1077,1736,298,957
4,2,17,16270,4068,3.7280263900756836,0.007562875747680664,4.773502826690674,8.509092092514038,511.23768382352944,513.203125,509.40625,513.203125,223,0.49733832626302915,0.5359779557998935,0.49733832626302915,0.5354795468688276,0.5071844507289289,185,0.6956735496558505,0.7810734463276836,0.543756145526057,0.8475909537856441,0.6411594202898551,0.4107661818681561,0.8087970136926763,0.7647330678369392,1106,1724,310,928
4,3,18,16270,4068,3.83750581741333,0.0064504146575927734,4.594597816467285,8.438554048538208,511.4340992647059,513.5625,509.5078125,513.5625,223,0.5005824582521956,0.5450756010824359,0.5005824582521956,0.5450069278710741,0.5102610333575585,178,0.6892822025565388,0.776183644189383,0.5319567354965585,0.8466076696165191,0.6312718786464411,0.3988215681861126,0.8011307862931711,0.7554682492030758,1082,1722,312,952
4,4,19,16271,4067,4.887773036956787,0.0074388980865478516,4.588339805603027,9.483551740646362,511.58705357142856,513.62109375,509.82421875,513.62109375,223,0.49752881841344665,0.5487312527717647,0.49752881841344665,0.5480102072941817,0.5072467697564437,179,0.6845340545856897,0.7790178571428571,0.515002459419577,0.8539823008849557,0.6200769914124963,0.3922194605359816,0.7967389157121825,0.7505847469554707,1047,1737,297,986
4,5,20,16271,4067,4.030108213424683,0.006301164627075195,4.499186754226685,8.535596132278442,511.9107921511628,514.1875,509.875,514.1875,223,0.4969313404656978,0.5434017845041301,0.4969313404656978,0.5427709389687302,0.5037192562061896,194,0.6992869436931399,0.7923576063446287,0.54031465093412,0.8583374323659616,0.6425021923414206,0.42046763688181277,0.8049784375607116,0.7556454198932946,1099,1745,288,935
5,1,21,16270,4068,3.9103877544403076,0.007212638854980469,4.4670445919036865,8.384644985198975,512.4877232142857,514.8125,510.5,514.8125,223,0.49843483265324295,0.5475654081007991,0.49843483265324295,0.5475654081007991,0.49843483265324295,223,0.6868239921337267,0.7870090634441088,0.512291052114061,0.8613569321533924,0.6206075044669446,0.39872874539396097,0.7995256308279612,0.7542011952171975,1042,1752,282,992
5,2,22,16270,4068,3.668566942214966,0.007003307342529297,5.9868385791778564,9.662408828735352,512.9590308779761,514.94140625,511.078125,514.94140625,223,0.4966057319864135,0.5461765856187022,0.4966057319864135,0.5461561067873315,0.500333686670078,208,0.6937069813176008,0.7914201183431953,0.5260570304818093,0.8613569321533924,0.6320141760189013,0.4112188260133217,0.8007640603409939,0.7556375684165646,1070,1752,282,964
5,3,23,16270,4068,3.7472965717315674,0.007095813751220703,4.51604700088501,8.270439386367798,513.3290662650602,516.01171875,511.2734375,516.01171875,223,0.5006278165552877,0.5342018132849193,0.5006278165552877,0.5341504792788297,0.5029483765585462,211,0.7025565388397247,0.8047337278106509,0.5349065880039331,0.8702064896755162,0.6426461901949203,0.4300054728870268,0.8134467643867087,0.7699782169200291,1088,1770,264,946
5,4,24,16271,4067,3.7545855045318604,0.006446123123168945,4.502445220947266,8.263476848602295,514.5315323795181,516.8984375,512.328125,516.8984375,223,0.4975208621293065,0.5448263681331743,0.4975208621293065,0.544708948545505,0.5068674267518656,185,0.687976395377428,0.7609289617486339,0.5479586817511067,0.8279252704031466,0.6371175293108379,0.39155279255527237,0.7987781431722475,0.7515827828054408,1114,1684,350,919
5,5,25,16271,4067,4.055710315704346,0.006150722503662109,4.86571192741394,8.927572965621948,515.2374565972223,524.59375,513.20703125,524.59375,223,0.49932004731261587,0.5357878523679888,0.49932004731261587,0.5355311818164511,0.5017207109111315,210,0.7014998770592574,0.7928571428571428,0.5457227138643068,0.8573536645351697,0.6464764123471171,0.42418566298170235,0.8098081368469889,0.7651563847451175,1110,1743,290,924
